# Verb vocabulary harvested from a corpus of interactive fiction.
#
# Regenerate:
#   verb-synonyms-gen harvest --corpus stories --corpus unit_tests \
#       --wordnet <WordNet-3.0/dict> --freq <12dicts/Lemmatized/2+2+3frq.txt> -o …
#
# Tab-separated: spelling, the number of stories whose parser accepts it, and
# the WordNet verb lemma to expand it under (empty when WordNet has no verb
# entry, which is most of the abbreviations, magic words and game-specific
# actions).  A spelling containing a space is a verb plus a literal word from
# one of its syntax lines — `turn on`, `pick up` — which is how English
# lexicalises them and how a thesaurus indexes them, even though a dictionary
# can only hold the head word.
#
# These are the STORIES' OWN spellings and are ground truth: a suggestion the
# parser would reject is worthless.  An inflected spelling is dropped only when
# every story that accepts it also accepts its base form.
#
# 119 stories read; 10023 spellings.
awake with	1	
awaken	38	awaken
awaken up	38	
awb	4	
aye	8	
babble	1	babble
back	19	back
back away	6	back away
back back	2	
back from	2	
back up	2	back up
backgroun	1	
bacon	1	
bah	2	
bah at	2	
bah to	2	
bail	1	bail
bail out	1	bail out
bakaw	1	
bakaw buk	1	
bake	5	bake
bal	1	
balanc	1	
balanc with	1	
ball	9	ball
ballroom	1	
bandage	1	bandage
bang	6	bang
bang at	2	
bang down	2	
bang off	1	
bang on	3	
bang out	1	bang out
banish	8	banish
banish away	7	
banish out	7	
bank	1	bank
bank to	1	
banquet	1	banquet
banquet-t	1	
bar	2	bar
bar to	1	
bar with	2	
barbarina	1	
barcelona	1	
barf	11	barf
bargai	3	
bargai for	1	
bargai with	3	
bargain	3	bargain
bargain for	1	
bargain with	3	
barter	3	barter
barter for	3	
barter with	2	
bash	2	bash
bash with	2	
bask	1	bask
bast	14	
bastard	1	
baste	1	baste
bat	2	bat
bat form	2	
bathe	28	bathe
bathe across	1	
bathe down	6	
bathe in	22	
bathe over	3	
bathe through	3	
bathe to	8	
bathe under	3	
bathe up	5	
batt	2	
batter	1	batter
battle	2	battle
battle at	1	
battle on	1	
battle with	1	
bawk	1	
bawl	1	bawl
beam	1	beam
bear	1	bear
bearing	1	
beast	1	
beat	8	beat
beat about	1	beat about
beat around	1	
beat at	2	
beat in	1	beat in
beat off	2	
beat to	1	
beat up	1	beat up
beat with	5	
beckon	8	beckon
beckon at	8	
beckon to	8	
beco	1	
bedsheet	1	
beep	1	beep
beep at	1	
beep on	1	
beep with	1	
beg	3	beg
beg for	3	
beg help	1	
beg with	1	
begin	1	begin
begin for	1	
begin in	1	
begin to	1	
begone	7	
begone away	6	
begone out	6	
behe	2	
behead	1	behead
behold	1	behold
bellow	2	bellow
bellow at	1	
bellow to	1	
bellow with	1	
belt	3	belt
belt with	1	
bend	7	bend
bend back	1	
bend key	1	
bend out	1	
bend the	1	
bertrand	1	
bestow	9	bestow
bestow to	8	
bet	1	bet
betray	1	betray
betray to	1	
bind	2	bind
birth	1	birth
bite	45	bite
bite down	1	
bite into	1	
bite on	1	
bite with	1	
black	1	black
black salon	1	
blackbird	1	
blackbird pie	1	
blackbird pies	1	
blade	1	
blarn	1	
blas	4	
blast	18	blast
blast at	11	
blast off	1	blast off
blast on	1	
blast with	12	
blastoff	1	
bleed	1	bleed
bleed on	1	
bleem	2	
bless	3	bless
bless you	1	
blind	17	blind
blind at	1	
blind on	1	
blind with	17	
blindfold	1	blindfold
blindfold with	1	
blitz	1	blitz
blo	1	
bloc	1	
block	20	block
block beneath	1	
block down	6	
block in	4	
block into	1	
block open	1	
block over	4	
block under	1	
block up	5	block up
block window	1	
block with	16	
blorb	1	
blorpl	1	
blow	47	blow
blow at	4	
blow in	17	
blow into	2	
blow on	11	
blow onto	1	
blow out	34	blow out
blow throug	2	
blow through	6	
blow up	20	blow up
blow with	8	
blubber	1	blubber
boar	2	
board	32	board
board down	2	
board in	3	
board off	1	
board on	3	
board out	2	
board over	1	
board throug	2	
board to	1	
board up	2	board up
boast	2	boast
body	4	body
body surf	1	
bodysurf	1	
bog	2	bog
bok	1	
boleyn	1	
boll	12	
bolt	1	bolt
bolt to	1	
bolt with	1	
boo	3	boo
boogie	1	boogie
book	1	book
boost	8	boost
boost out	1	
boost to	1	
boost up	8	boost up
boost with	1	
boot	1	boot
bother	11	bother
bottlenos	1	
bottlenos dolphin	1	
boun	2	
bounce	9	bounce
bounce across	1	
bounce around	3	
bounce down	1	
bounce from	1	
bounce in	1	
bounce off	2	
bounce on	1	
bounce out	1	bounce out
bounce over	1	
bounce throug	1	
bounce up	1	
bounce with	6	
bound	7	bound
bound across	3	
bound at	1	
bound down	5	
bound from	7	
bound in	7	
bound off	7	bound off
bound on	5	
bound out	6	
bound over	7	
bound through	6	
bound to	5	
bound up	5	
bounties	1	
bow	13	bow
bow at	2	
bow before	9	
bow for	2	
bow low	1	
bow to	12	
boxize	1	
brace	1	brace
brace with	1	
braise	1	braise
brake	1	brake
bramble	2	
brambles	2	
brand	1	brand
brand with	1	
brandi	11	
brandi at	11	
brandi near	1	
brandi over	1	
brandi to	4	
brandish	2	brandish
brandish at	2	
brandish near	1	
brandish over	1	
bre	7	
brea	30	
break	72	break
break against	1	
break by	1	
break down	40	break down
break in	13	break in
break into	2	break into
break laughter	1	
break off	10	break off
break out	6	break out
break over	1	
break throug	2	
break through	7	break through
break up	1	break up
break using	2	
break with	51	break with
breat	1	
breath	3	
breath from	1	
breath hard	1	
breath in	1	
breathe	9	breathe
breathe hard	1	
breathe in	4	breathe in
breathe into	2	
breathe on	1	
breathe out	3	breathe out
breathe up	1	
brew	1	brew
bribe	10	bribe
bribe to	2	
bribe with	9	
bridge	1	bridge
bridge with	1	
brief	69	brief
brief topics	1	
bring	8	bring
bring back	2	bring back
bring for	4	
bring from	1	
bring inventory	1	
bring off	1	bring off
bring to	5	bring to
bring with	1	
broadcast	1	broadcast
broken glasses	1	
browse	14	browse
browse about	1	
browse between	1	
browse in	1	
browse throug	3	
browse through	8	
browse to	5	
browse with	7	
brush	19	brush
brush in	1	
brush into	1	
brush off	10	brush off
brush on	4	brush on
brush onto	1	
brush over	4	
brush up	3	brush up
brush with	14	
buckle	2	buckle
buckle to	2	
buckle together	1	
buckle up	1	
buckle with	1	
bug	6	bug
bugg	4	
bui	3	
buil	10	
build	4	build
build from	2	
build in	1	build in
build over	1	
buk	1	
buk bawk	1	
bullshit	1	bullshit
bun	1	
buns	1	
bur	5	bur
burn	71	burn
burn at	4	
burn down	18	burn down
burn fire	3	
burn in	2	
burn on	3	
burn up	9	burn up
burn using	2	
burn with	35	
burp	3	burp
burrow	1	burrow
burrow under	1	
burst	5	burst
burst into	2	
burst laughter	1	
burst tears	1	
burst with	3	
bury	7	bury
bury in	7	
bury under	1	
bus	1	bus
bust	1	bust
butchered	1	
butchered carcass	1	
butchered pig	1	
butterfly	1	butterfly
butts	1	
buy	55	buy
buy for	1	
buy from	16	
buy in	1	buy in
buy with	15	
bye	16	
cackle	3	cackle
cackle at	2	
cal	2	
call	41	call
call bonnie	1	
call bonstance	1	
call by	1	
call finch	1	
call for	7	call for
call in	1	call in
call noodleman	1	
call on	10	call on
call out	7	call out
call renee	1	
call the	1	
call to	24	
call up	6	call up
call using	1	
call with	5	
calm	2	calm
camembert	1	
can	1	can
cancel	1	cancel
cannibali	1	
cannibali down	1	
cannibali into	1	
cannibali on	1	
caper	1	caper
caper with	1	
captur	3	
captur for	2	
captur in	1	
captur with	1	
capture	2	capture
capture from	1	
capture with	1	
carcass	1	
cardinal	1	
care	2	care
caress	1	caress
caress with	1	
cargo	1	
carr	3	
carry	69	carry
carry all	6	
carry apart	5	
carry back	1	carry back
carry bath	2	
carry before	1	
carry behind	2	
carry blindfold	1	
carry bookcase	1	
carry clothes	1	
carry coffee	1	
carry cover	1	
carry down	15	
carry dresse	4	
carry dressed	3	
carry drunk	5	
carry dump	1	
carry everythin	4	
carry everything	1	
carry flight	1	
carry for	1	
carry from	65	
carry in	38	
carry inside	1	
carry into	1	
carry inventory	27	
carry leak	2	
carry near	2	
carry nose	1	
carry of	2	
carry off	65	carry off
carry on	39	carry on
carry onto	1	
carry out	39	carry out
carry over	3	carry over
carry page	1	
carry piss	3	
carry rid	1	
carry shit	3	
carry shower	2	
carry step	1	
carry the	1	
carry to	7	
carry under	5	
carry undres	4	
carry undressed	3	
carry up	38	
carry with	25	
carry your	1	
carve	5	carve
carve against	1	
carve down	1	
carve in	3	
carve off	1	
carve on	3	
carve over	1	
carve with	3	
cas	1	
cash	2	cash
caskly	1	
cast	19	cast
cast anghofio	1	
cast at	7	
cast away	7	cast away
cast bearing	1	
cast collox	1	
cast denox	1	
cast dirox	1	
cast distance	1	
cast down	3	cast down
cast exfil	1	
cast exklip	1	
cast from	1	
cast in	3	
cast mallox	1	
cast off	5	cast off
cast on	6	cast on
cast out	7	cast out
cast over	2	
cast overboard	1	
cast quadox	1	
cast remox	1	
cast telox	1	
cast through	2	
cast to	3	
cast travel	1	
cast virox	1	
cast with	2	
cast xyzzy	1	
castles	1	
casu	1	
casu marzu	1	
cat	6	cat
catastrop	1	
catc	6	
catch	33	catch
catch apart	4	
catch behind	2	
catch crabs	1	
catch down	7	
catch dresse	1	
catch dressed	2	
catch drunk	2	
catch for	1	
catch from	22	
catch in	25	
catch off	21	
catch on	19	catch on
catch out	19	catch out
catch over	1	
catch rat	1	
catch to	1	
catch under	1	
catch undres	1	
catch undressed	2	
catch up	19	catch up
catch with	18	
caution	1	caution
caution about	1	
cavort	9	cavort
cavort with	6	
caw	1	caw
cease	1	cease
center	1	center
cha	1	
challenge	3	challenge
challenge with	1	
champ	1	champ
champ on	1	
champagne	1	
chan	2	
chandelie	1	
change	6	change
change at	1	
change for	2	
change highlight	1	
change in	1	
change lanes	1	
change subject	1	
change the	1	
change to	4	
changes	1	
changes off	1	
changes on	1	
chant	8	chant
chant to	1	
chaos	2	
char	8	char
char down	2	
char up	2	
char with	2	
charge	2	charge
charge with	1	
chas	1	
chase	41	chase
chase after	2	chase after
chase rat	1	
chase to	4	
chat	4	chat
chat about	1	
chat to	3	
chat with	3	
cheat	2	cheat
cheat at	1	
cheathub	1	
cheatrift	1	
chec	2	
check	47	check
check acknowled	1	
check contents	1	
check floor	1	
check for	16	
check from	1	
check ground	1	
check hair	1	
check in	13	check in
check inventory	1	
check item	1	
check items	1	
check laptop	1	
check my	1	
check of	3	
check off	2	check off
check on	13	
check out	3	check out
check page	1	
check peter	1	
check room	1	
check status	1	
check symbol	1	
check table	1	
check throug	2	
check through	5	
check under	2	
check with	7	
cheer	6	cheer
cheer up	3	cheer up
cheerio	3	
cheers	1	cheer
cheetpeen	1	
cherub	1	
cherubino	1	
cherubs	1	
chestnuts	1	
chew	14	chew
chew on	2	
chico	1	
child	1	
chimp	1	
chimpanze	1	
chimpanze marquise	1	
chimps	1	
chip	2	chip
chip down	2	
chip in	2	chip in
chip with	2	
chirp	1	chirp
chisel	1	chisel
cho	2	
chomp	7	chomp
chomp on	1	
choo	1	
choose	7	choose
choose on	1	
choose with	2	
chop	60	chop
chop down	12	chop down
chop in	2	
chop it	1	
chop off	5	chop off
chop open	1	
chop out	1	
chop that	1	
chop throug	1	
chop through	9	
chop up	5	chop up
chop with	21	
chuc	12	
chuck	29	chuck
chuck across	1	
chuck against	4	
chuck at	29	
chuck away	7	
chuck down	13	
chuck in	28	
chuck into	4	
chuck off	18	
chuck on	26	
chuck onto	2	
chuck out	2	chuck out
chuck over	25	
chuck throug	6	
chuck through	8	
chuck to	10	
chuck with	12	
chuckle	3	chuckle
chuckle at	1	
chunder	1	
cigarette	1	
cigarette butts	1	
cir	1	
circle	8	circle
clamber	1	clamber
clamber down	1	
clamber in	1	
clamber on	1	
clamber out	1	
clamber over	1	
clamber through	1	
clamber under	1	
clamber up	1	
clamp	1	clamp
clap	11	clap
clap once	1	
claw	1	claw
claw at	1	
claw on	1	
cle	3	
clea	3	
clean	61	clean
clean against	1	
clean away	2	
clean in	6	
clean into	1	
clean off	20	
clean on	11	
clean onto	2	
clean over	5	
clean up	14	clean up
clean with	21	
cleanse	1	cleanse
clear	36	clear
clear against	1	
clear away	1	clear away
clear back	2	
clear beneath	1	
clear by	1	
clear close	1	
clear closer	1	
clear eject	1	
clear from	5	
clear in	10	
clear into	6	
clear near	1	
clear off	6	clear off
clear on	7	
clear onto	2	
clear out	4	clear out
clear over	1	
clear play	1	
clear records	1	
clear rewind	1	
clear through	1	
clear to	29	
clear toward	3	
clear towards	1	
clear under	2	
clear underneat	1	
clear up	1	clear up
clear with	7	
cleave	5	cleave
cleave down	3	
cleave throug	1	
cleave through	4	
cleave up	3	
cleave with	5	
cleesh	1	
cleves	1	
cli	9	
click	5	click
click heels	1	
click on	2	
click with	2	
click your	1	
cliff	1	
cliffs	1	
clim	35	
climax	2	climax
climax with	2	
climb	70	climb
climb aboard	1	
climb across	1	
climb behind	1	
climb down	43	climb down
climb higher	1	
climb in	48	
climb inside	4	
climb into	11	
climb of	3	
climb off	14	
climb on	47	climb on
climb onto	10	
climb out	25	
climb outside	1	
climb over	52	
climb throug	9	
climb through	14	
climb to	2	
climb under	16	
climb up	68	climb up
climb wall	1	
climb walls	1	
climb with	5	
clip	2	clip
clip loose	1	
clip throug	1	
clip with	1	
clo	6	
cloak	1	cloak
cloak room	1	
cloaks	1	
clobber	1	clobber
clock	1	clock
clock hand	1	
clock hands	1	
clocks	1	
clog	2	clog
clog with	2	
clos	16	
close	71	close
close eyes	1	
close for	1	
close in	1	close in
close off	45	close off
close on	3	
close to	1	
close up	37	close up
close window	1	
close with	8	
cloud	1	cloud
clouds	1	
cls	1	
clue	14	clue
clue off	10	
clues	11	
clues off	8	
cock	1	cock
cold	2	
coll	1	
collap	1	
collapse	3	collapse
collect	1	collect
collect from	1	
collox	1	
color	5	color
colors	2	
colossus	1	
colour	1	colour
colours	1	
comb	3	comb
comb with	1	
combat	1	combat
combat at	1	
combat on	1	
combat with	1	
combin	1	
combine	3	combine
combine and	1	
combine to	1	
combine with	2	
combo	1	
combus	1	
combus down	1	
combus with	1	
combust	2	combust
combust down	2	
combust up	2	
combust with	2	
come	15	come
come after	1	come after
come around	1	come around
come away	1	come away
come behind	1	
come down	1	come down
come from	1	
come in	1	come in
come off	1	come off
come on	1	come on
come out	2	come out
come over	1	come over
come throug	1	
come through	1	come through
come to	3	come to
come up	1	come up
come with	7	come with
comedy	1	
comfor	3	
comfor up	1	
comfor with	1	
comfort	4	comfort
comfort up	2	
comm	1	
comman	2	
command	3	command
commands	6	
commit	3	commit
commit mortal	1	
commit sin	1	
commit suicide	2	commit suicide
compar	11	
compar to	11	
compar with	9	
compare	1	compare
compare to	1	
compare with	1	
compile	1	compile
complain	2	complain
complain about	2	
complain at	2	
complain to	2	
complete	2	complete
complete walkthrou	1	
compli	2	
complimen	1	
conc	4	
concea	7	
concea behind	5	
concea from	6	
concea in	3	
concea on	1	
concea under	6	
conceal	7	conceal
conceal away	1	
conceal back	1	
conceal behind	6	
conceal down	1	
conceal from	2	
conceal in	6	
conceal inside	1	
conceal into	1	
conceal on	1	
conceal onto	1	
conceal under	6	
concentra	2	
confetti	1	
config	1	
confir	2	
confis	3	
confis from	3	
confis in	3	
confis off	3	
confis on	3	
confis out	3	
confis up	3	
confiscat	3	
confiscat apart	2	
confiscat down	2	
confiscat from	3	
confiscat in	3	
confiscat off	3	
confiscat on	3	
confiscat out	3	
confiscat up	3	
confiscat with	2	
confro	5	
confro to	1	
confro with	4	
conn	4	conn
connec	5	
connec around	2	
connec on	1	
connec to	5	
connec up	2	
connec with	3	
connect	11	connect
connect around	2	
connect in	2	
connect into	1	
connect on	2	
connect to	9	
connect together	2	
connect up	1	
connect with	2	
cons	1	
consequen	1	
consider	5	consider
consider about	2	
consider formulae	1	
consider formulas	1	
consol	1	
consol with	1	
console	1	console
construct	2	construct
construct from	1	
construct in	1	
construct over	1	
consul	4	
consul about	4	
consul for	4	
consul on	2	
consult	33	consult
consult about	33	
consult for	2	
consult on	33	
consum	15	
consume	8	consume
consume with	1	
contac	1	
contac by	1	
contac for	1	
contac on	1	
contac to	1	
contac up	1	
contempla	4	
contempla about	2	
contin	2	
continue	1	continue
control	1	control
converse	2	converse
converse to	1	
converse with	1	
convert	1	convert
coo	2	coo
cook	10	cook
cook with	2	
cooked	1	cook
cool	1	cool
cool down	1	cool down
copula	1	
copulate	1	copulate
copy	4	copy
copy on	2	
copy onto	1	
copy to	2	
copy with	1	
copyright	3	copyright
cork	2	cork
cork with	1	
costume	1	costume
costumes	1	
cough	4	cough
cough out	1	cough out
could	1	
count	40	count
count almaviva	1	
count in	4	
count leaves	1	
count on	1	count on
counter	1	counter
counterst	2	
countess	1	
court	1	court
court fool	1	
cousin	1	
cove	4	
cover	50	cover
cover eyes	1	
cover in	1	
cover off	30	
cover over	4	
cover up	34	cover up
cover window	1	
cover with	23	
cow	1	cow
cows	1	
cra	1	
crac	3	
crack	48	crack
crack against	1	
crack at	1	
crack by	1	
crack down	16	crack down
crack in	6	
crack into	2	
crack laughter	1	
crack off	7	
crack on	1	
crack out	1	
crack over	2	
crack throug	2	
crack through	5	
crack using	2	
crack with	29	
cran	3	
crank	5	crank
crank back	1	
crank off	1	
crank on	1	
crank to	1	
crank up	1	crank up
crap	5	crap
crap in	2	
crap on	2	
crater	1	
craw	5	
crawl	20	crawl
crawl across	2	
crawl around	9	
crawl away	3	
crawl bed	1	
crawl behind	9	
crawl by	2	
crawl close	1	
crawl closer	1	
crawl down	11	
crawl from	3	
crawl in	14	crawl in
crawl inside	3	
crawl into	3	
crawl near	1	
crawl of	1	
crawl off	6	
crawl on	11	
crawl onto	2	
crawl out	13	
crawl outside	1	
crawl over	11	
crawl past	1	
crawl sleep	1	
crawl throug	5	
crawl through	8	
crawl to	9	
crawl toward	1	
crawl towards	1	
crawl under	15	
crawl up	12	
crea	3	
crease	1	crease
create	1	create
create drink	1	
create from	1	
create in	1	
create out	1	
create with	1	
cred	2	
credit	11	credit
credits	30	
creep	3	creep
creep across	1	
creep down	2	
creep in	2	creep in
creep off	2	
creep on	2	
creep out	2	
creep over	2	
creep throug	1	
creep through	1	
creep under	2	
creep up	2	creep up
cremate	2	cremate
cremate down	2	
cremate up	2	
cremate with	2	
crimson	1	crimson
cro	2	
cros	1	
cross	57	cross
cross aftermath	1	
cross and	1	
cross ballroom	1	
cross banquet	1	
cross bear	1	
cross between	1	
cross black	1	
cross boundary	1	
cross bun	1	
cross buns	1	
cross cloak	1	
cross death	1	
cross doors	1	
cross fountain	1	
cross garden	1	
cross grand	1	
cross hall	1	
cross hallway	1	
cross in	2	
cross into	2	
cross landscape	1	
cross life	1	
cross on	2	
cross onto	1	
cross over	3	
cross palace	1	
cross password	1	
cross polar	1	
cross red	1	
cross room	1	
cross salon	1	
cross staircase	1	
cross the	2	
cross threshold	1	
crouch	11	crouch
crouch at	5	
crouch behind	4	
crouch down	6	
crouch in	9	
crouch on	8	
crouch under	5	
crow	2	crow
crum	1	
crumble	3	crumble
crumble down	3	
crumble in	3	
crumble off	3	
crumble through	3	
crumble with	3	
crumpl	1	
crumple	3	crumple
crumple on	2	
crumple up	1	
crunch	1	crunch
crus	1	
crush	12	crush
crush down	6	
crush off	1	
crush on	5	
crush out	4	crush out
crush up	1	
crush with	7	
cry	15	cry
cry at	4	
cry over	1	
cry to	4	
cuddle	2	cuddle
cuff	3	cuff
cuff to	1	
cum	2	
cum with	2	
cunt	7	
curdle	2	curdle
curdle with	2	
currant	1	
currants	1	
curse	20	curse
curse at	1	
curse on	2	
curses	11	
curtain	1	curtain
curtse	2	
curtse to	2	
curtsy	2	curtsy
curtsy to	2	
cuss	1	cuss
custom	1	
cut	96	cut
cut down	10	cut down
cut in	1	cut in
cut it	1	
cut loose	1	
cut off	5	cut off
cut open	1	
cut out	1	cut out
cut that	1	
cut throug	10	
cut through	13	cut through
cut up	5	cut up
cut with	43	
cutlass	1	
cypress	1	
cypress trees	1	
cypresses	1	
cyr	1	
cyr jones	1	
cyr-jone	1	
daemons	1	
daemons off	1	
daemons on	1	
dam	4	dam
damage	37	damage
damage down	36	
damage in	12	
damage into	1	
damage off	10	
damage out	6	
damage throug	2	
damage through	6	
damage up	1	
damage with	37	
dammit	1	
damn	32	damn
damn it	1	
damn on	2	
damnit	1	
dan	1	
danc	4	
dance	16	dance
dance with	6	
dancer	1	
dancers	1	
dangle	4	dangle
dangle from	2	
dangle in	3	
dangle off	1	
dangle on	2	
dangle to	1	
darn	11	darn
date	2	date
dazli	1	
de-posses	1	
deacti	3	
deactivat	8	
dead	1	
dead girl	1	
deal	5	deal
deal back	1	
deal to	1	
deal up	1	
deal with	3	
death	1	
debark	14	debark
debark from	2	
debug	1	debug
debugclon	1	
deca	2	
decimate	1	decimate
decimate down	1	
decimate with	1	
deciph	1	
decipher	3	decipher
declaim	2	declaim
declaim at	2	
declaim from	2	
declaim monologue	2	
declaim table	2	
declaim tabletop	2	
declaim to	2	
declaim top	2	
declaim wall	2	
decode	4	decode
decrease	2	decrease
decrease at	1	
decrease for	1	
decrease to	1	
deep	1	
deep-six	1	deep-six
defeca	1	
defecate	3	defecate
defecate in	1	
defecate on	1	
defend	2	defend
defend against	1	
defend to	1	
defend with	1	
defile	6	defile
define	3	define
deflat	8	
deflat with	1	
deflate	6	deflate
deflate with	2	
del	2	
dela	2	
delete	3	delete
delete browser	1	
delete chat	1	
delete dissertat	1	
delete e-mail	1	
delete email	1	
delete from	1	
delete processor	1	
delete thesis	1	
delete word	1	
delete wordproce	1	
delive	2	
delive to	2	
deliver	12	deliver
deliver at	2	
deliver back	1	
deliver from	2	
deliver monologue	2	
deliver table	2	
deliver tabletop	2	
deliver to	12	
