# Verb vocabulary harvested from a corpus of interactive fiction.
#
# Regenerate:
#   verb-synonyms-gen harvest --corpus stories --corpus unit_tests \
#       --wordnet <WordNet-3.0/dict> --freq <12dicts/Lemmatized/2+2+3frq.txt> -o …
#
# Tab-separated: spelling, the number of stories whose parser accepts it, and
# the WordNet verb lemma to expand it under (empty when WordNet has no verb
# entry, which is most of the abbreviations, magic words and game-specific
# actions).  A spelling containing a space is a verb plus a literal word from
# one of its syntax lines — `turn on`, `pick up` — which is how English
# lexicalises them and how a thesaurus indexes them, even though a dictionary
# can only hold the head word.
#
# These are the STORIES' OWN spellings and are ground truth: a suggestion the
# parser would reject is worthless.  An inflected spelling is dropped only when
# every story that accepts it also accepts its base form.
#
# 119 stories read; 10023 spellings.
deliver top	2	
deliver up	1	
deliver wall	2	
delurk	1	
demoli	8	
demoli down	8	
demoli in	1	
demoli into	1	
demoli off	2	
demoli out	3	
demoli throug	2	
demoli with	8	
demolish	11	demolish
demolish down	10	
demolish in	4	
demolish off	6	
demolish out	3	
demolish through	4	
demolish with	10	
denox	1	
deny	2	deny
dep	1	
depart	24	depart
depart from	1	
depart through	1	
depo	4	
deposi	1	
deposi in	1	
deposi on	1	
deposit	2	deposit
deposit down	1	
deposit in	2	
deposit on	1	
depossess	1	
des	3	
desc	9	
descen	11	
descen by	1	
descen to	1	
descen under	1	
descend	13	descend
descr	1	
descri	24	
descri for	7	
descri in	15	
descri on	15	
descri throug	4	
descri to	1	
descri under	1	
descri with	2	
describe	45	describe
describe acknowled	1	
describe contents	1	
describe floor	1	
describe for	9	
describe from	1	
describe ground	1	
describe grow	1	
describe hair	1	
describe in	13	
describe inventory	1	
describe item	1	
describe items	1	
describe laptop	1	
describe my	1	
describe of	3	
describe off	1	
describe on	12	
describe out	1	
describe page	1	
describe peter	1	
describe room	1	
describe status	1	
describe symbol	1	
describe table	1	
describe through	8	
describe with	6	
design	1	design
desist	1	desist
dest	18	
destiny	1	
destro	25	
destro down	25	
destro in	5	
destro into	1	
destro off	2	
destro out	3	
destro throug	2	
destro up	1	
destro with	25	
destroy	44	destroy
destroy against	1	
destroy by	1	
destroy down	15	
destroy in	8	
destroy into	1	
destroy laughter	1	
destroy off	8	
destroy out	3	
destroy over	1	
destroy through	7	
destroy using	2	
destroy with	26	
detach	17	detach
detach from	13	
detach with	2	
detect	3	detect
detect in	1	
detect on	1	
detect out	2	
detect with	2	
detonate	3	detonate
devastate	1	devastate
devastate down	1	
devastate with	1	
devo	6	
devour	19	devour
devour from	1	
devour on	1	
dia	2	
diagno	18	
diagnose	14	diagnose
diagnose with	1	
dial	17	dial
dial around	5	
dial at	1	
dial in	1	
dial off	5	
dial on	11	
dial right-si	1	
dial to	9	
dial up	5	
dial upside	1	
dial using	1	
dial with	2	
diamonds	1	
dicker	1	dicker
dicker with	1	
did	4	do
did not	1	
did so	1	
die	10	die
diet	1	diet
difficult	1	
difficult mode	1	
diffuse	1	diffuse
dig	83	dig
dig around	1	
dig at	7	
dig cactus	1	
dig down	1	
dig for	5	
dig ground	1	
dig in	41	dig in
dig into	2	dig into
dig near	1	
dig pot	1	
dig throug	10	
dig through	13	
dig under	6	
dig up	14	dig up
dig with	30	
dine	3	dine
dine on	3	
dine upon	1	
dining on	1	
dip	11	dip
dip around	1	
dip behind	2	
dip down	2	
dip in	11	
dip inside	2	
dip into	6	dip into
dip on	2	
dip out	2	
dip over	2	
dip throug	1	
dip under	3	
dir	1	
dirox	1	
dis	2	
disable	2	disable
disarray	1	disarray
disassemb	3	
disassemb up	3	
disassemb with	3	
disc	8	disk
discard	30	discard
discard against	30	
discard all	3	
discard at	30	
discard dead	1	
discard down	30	
discard everythin	2	
discard in	30	
discard into	30	
discard jaw	1	
discard kids	1	
discard me	1	
discard my	1	
discard off	1	
discard on	30	
discard onto	30	
discard through	1	
discard up	3	
discard your	1	
discha	1	
discharge	1	discharge
discharge at	1	
discharge with	1	
disclo	1	
disclo to	1	
discon	5	
discon betwee	1	
discon from	4	
discon out	1	
discon to	1	
discon with	1	
disconnec	8	
disconnec from	6	
disconnec internet	1	
discov	1	
discov in	1	
discov on	1	
discov out	1	
discover	4	discover
discus	1	
discus with	1	
discuss	2	discuss
discuss with	2	
disemb	19	
disemb from	1	
disembark	13	disembark
disembark from	5	
disembark out	4	
disenc	2	
disenchan	1	
disengage	3	disengage
disengage from	3	
disloc	1	
dislocate	5	dislocate
dislocate down	1	
dislocate in	1	
dislocate on	1	
dislocate over	1	
dislocate to	5	
dislocate up	1	
dislocate with	4	
dism	2	
dismiss	3	dismiss
dismou	2	
dismount	7	dismount
dismount from	1	
disp	2	
dispat	11	
dispat with	11	
dispatch	3	dispatch
dispatch with	3	
dispel	1	dispel
displa	2	
displa to	1	
display	36	display
display commands	2	
display map	2	
display on	1	
display the	1	
display to	36	
disrob	2	
disrobe	38	disrobe
dissect	1	dissect
dissol	1	
dissol with	1	
distance	1	distance
distract	2	distract
distur	2	
distur with	2	
disturb	6	disturb
disturb to	2	
disturb with	5	
dive	49	dive
dive across	20	
dive at	1	
dive behind	1	
dive by	1	
dive down	15	
dive from	23	
dive in	36	
dive inside	1	
dive into	5	
dive off	25	
dive on	13	
dive out	16	
dive over	28	
dive overbo	1	
dive throug	5	
dive through	9	
dive to	11	
dive under	7	
dive up	9	
dive with	1	
divide	1	divide
divide throug	1	
divide with	1	
dmitri	1	
dock	4	dock
dock at	1	
dock on	1	
dock with	2	
dodg	1	
dodge	3	dodge
doff	52	doff
doff from	6	
dolphin	1	
dolphins	1	
domino	1	
domino mask	1	
domo	1	
domo arigato	1	
don	69	don
don as	1	
don blindfold	1	
dona	2	
donate	30	donate
donate back	4	
donate for	2	
donate to	30	
donate up	6	
dontparse	2	
dous	8	
douse	24	douse
douse in	2	
douse oil	1	
douse on	1	
douse out	1	
douse water	1	
douse with	2	
down	1	down
doze	12	doze
doze in	8	
doze on	8	
doze with	2	
dozo	1	
dra	1	
drag	46	drag
drag apart	5	
drag away	1	
drag back	1	
drag behind	1	
drag beneath	1	
drag close	1	
drag closer	1	
drag down	12	drag down
drag free	1	
drag from	3	
drag in	2	drag in
drag into	1	
drag of	1	
drag off	4	
drag on	16	drag on
drag onto	1	
drag out	12	drag out
drag over	2	
drag to	9	
drag under	1	
drag underneat	1	
drag up	10	drag up
drag with	5	
drain	2	drain
drain in	1	
drape	3	drape
drape around	3	
drape in	3	
drape on	3	
drape over	3	
drat	11	
draw	13	draw
draw around	1	
draw betwee	1	
draw face	1	
draw from	1	
draw in	1	draw in
draw me	1	
draw myself	1	
draw on	4	
draw over	1	
draw to	1	
draw up	4	draw up
draw with	9	
draw yourself	1	
dream	4	dream
dream for	2	
dream with	2	
dreaming	1	
dreams	1	
dress	12	dress
dress for	1	
dress in	2	
dri	8	
dribble	1	dribble
dribble around	1	
drift	1	drift
drill	2	drill
drill in	2	drill in
drill throug	1	
drill with	2	
drin	13	
drink	72	drink
drink down	1	drink down
drink from	38	
drink in	1	drink in
drink on	1	
drink that	1	
drink with	1	
drip	1	drip
drip from	1	
drip in	1	
drip on	1	
drip out	1	
driv	3	
drive	15	drive
drive after	1	
drive around	3	drive around
drive away	9	drive away
drive behind	2	
drive down	3	
drive in	4	drive in
drive off	1	drive off
drive on	2	
drive out	9	drive out
drive over	3	
drive throug	3	
drive to	6	
drive under	2	
drive up	3	drive up
drive with	2	
dro	8	
drool	4	drool
drool at	2	
drool in	2	
drool on	2	
drop	111	drop
drop against	30	
drop all	3	
drop at	33	
drop before	5	
drop dead	2	drop dead
drop down	70	drop down
drop everythin	2	
drop from	3	
drop in	70	drop in
drop into	31	
drop jaw	1	
drop kids	1	
drop me	1	
drop my	1	
drop off	2	drop off
drop on	70	
drop onto	31	
drop out	8	drop out
drop over	1	
drop throug	3	
drop through	4	
drop to	1	
drop up	3	
drop your	1	
dross	2	
drown	2	drown
drown at	2	
drown in	2	
drown on	2	
drown with	2	
drowned	1	drown
drowned body	1	
drowned girl	1	
drug	2	drug
dry	6	dry
dry from	1	
dry in	1	
dry off	4	
dry on	4	
dry out	1	dry out
dry over	1	
dry with	4	
duck	8	duck
duck around	1	
duck away	1	
duck behind	2	
duck down	1	
duck in	1	
duck throug	1	
duck to	1	
duck under	5	
duck up	1	
duck with	1	
duel	1	duel
duke	1	
dummy	2	dummy
dump	26	dump
dump at	3	
dump before	3	
dump dead	1	
dump down	18	
dump from	3	
dump in	19	
dump into	1	
dump off	1	
dump on	19	
dump onto	1	
dump out	7	
dump over	2	
dump throug	2	
dump through	3	
dump to	1	
dunk	3	dunk
dunk in	3	
dunk inside	2	
dunk into	2	
dunno	5	
duplicate	1	duplicate
duplicate on	1	
dus	1	
dust	32	dust
dust across	2	
dust against	1	
dust for	3	
dust in	1	
dust into	1	
dust off	5	
dust on	10	
dust onto	2	
dust over	3	
dust with	7	
earl	1	
earn	2	earn
earth	1	earth
easy	1	
easy mode	1	
eat	110	eat
eat from	3	
eat on	1	eat on
eat with	1	
eavesdro	1	
eavesdro for	1	
eavesdro on	1	
eavesdro to	1	
eavesdrop	1	eavesdrop
eavesdrop on	1	
echo	4	echo
edit	2	edit
editio	3	
ejacul	1	
ejacul with	1	
ejaculate	1	ejaculate
ejaculate with	1	
eject	2	eject
eldablitz	1	
electrocu	1	
elephant	1	
elephants	1	
elevat	4	
elevat up	3	
elevate	6	elevate
elevate up	6	
elevate with	4	
embark	11	embark
embark on	4	embark on
embrac	1	
embrace	31	embrace
emerge	1	emerge
emp	4	
empath	1	
empath with	1	
empl	2	
employ	8	employ
employ on	1	
empt	15	
empty	41	empty
empty for	1	
empty from	18	
empty in	24	
empty into	9	
empty off	4	
empty on	22	
empty onto	7	
empty out	22	
empty over	8	
empty throug	3	
empty through	3	
empty to	9	
empty with	1	
enable	3	enable
enable graphics	1	
enchan	2	
enchant	1	enchant
end	4	end
end turn	1	
enemies	2	
engage	1	engage
engage over	1	
engulf	2	engulf
enjoy	2	enjoy
enlighten	1	enlighten
enquire	1	enquire
enscon	1	
enscon behind	1	
enscon from	1	
enscon under	1	
enslave	2	enslave
ent	9	
ente	24	
enter	71	enter
enter aftermath	1	
enter ballroom	1	
enter banquet	1	
enter bear	1	
enter black	1	
enter bun	1	
enter buns	1	
enter cloak	1	
enter code	1	
enter doors	1	
enter fountain	1	
enter garden	1	
enter grand	1	
enter hall	1	
enter hallway	1	
enter in	2	
enter into	2	
enter landscape	1	
enter on	2	
enter onto	1	
enter palace	1	
enter password	1	
enter polar	1	
enter red	1	
enter room	1	
enter salon	1	
enter staircase	1	
enter the	1	
enter threshold	1	
entert	1	
entert up	1	
entertain	2	entertain
entertain up	2	
entice	5	entice
entice to	2	
entice with	5	
epilogue	1	
equip	4	equip
erase	15	erase
erase betwee	1	
erase dissertat	1	
erase down	6	
erase from	2	
erase in	5	
erase into	2	
erase laughter	1	
erase off	5	
erase out	1	
erase thesis	1	
erase throug	2	
erase through	4	
erase to	1	
erase with	8	
erec	2	
erect	2	erect
erect out	1	
erect up	2	
erect with	2	
escape	13	escape
escape away	4	
escape from	8	escape from
espnis	1	
etiquette	1	
evacua	1	
evacua from	1	
exa	8	
exam	35	
exami	1	
examin	24	
examin for	7	
examin in	15	
examin on	15	
examin throug	5	
examin under	2	
examin with	3	
examine	47	examine
examine acknowled	1	
examine contents	1	
examine floor	1	
examine for	9	
examine from	1	
examine ground	1	
examine grow	1	
examine hair	1	
examine in	13	
examine inventory	1	
examine item	1	
examine items	1	
examine laptop	1	
examine my	1	
examine of	3	
examine on	11	
examine out	1	
examine page	1	
examine peter	1	
examine room	1	
examine status	1	
examine symbol	1	
examine table	1	
examine through	8	
examine with	6	
excava	4	
excava at	2	
excava in	4	
excava throug	4	
excava up	2	
excava with	4	
excavate	4	excavate
excavate at	3	
excavate in	3	
excavate through	3	
excavate up	3	
excavate with	4	
exchan	2	
exchan for	2	
exchan with	2	
exchange	4	exchange
exchange for	4	
exchange to	1	
exchange with	2	
excite	2	excite
excuse	1	excuse
exer	2	
exerci	1	
exex	1	
exfil	1	
exha	1	
exhale	2	exhale
exhibit	1	exhibit
exhibit to	1	
exi	1	
exit	69	exit
exit color	1	
exit colour	1	
exit from	3	
exit game	1	
exit list	1	
exit listing	1	
exit listings	1	
exit lists	1	
exit symbol	1	
exit through	1	
exits	8	
exits list	1	
exits listing	1	
exits listings	1	
exits lists	1	
exits off	2	
exits on	2	
exklip	1	
exorci	6	
exorci away	6	
exorci out	6	
exorcise	1	exorcise
exorcise away	1	
exorcise out	1	
experimen	1	
expert	2	
expert mode	1	
explai	4	
explai about	4	
explai in	1	
explai to	3	
explai with	1	
explode	4	explode
explode with	1	
exploi	2	
exploit	5	exploit
exploit on	1	
explor	2	
explor throug	1	
explor under	2	
explor with	1	
explore	1	explore
explore down	1	
explore in	1	
explore inside	1	
explore into	1	
explore of	1	
explore off	1	
explore on	1	
explore onto	1	
explore out	1	
explore over	1	
explore through	1	
explore up	1	
expose	2	expose
ext	1	
exte	2	
extend	8	extend
extend back	1	
extend to	1	extend to
extend up	3	
extend with	2	
exti	11	
exting	19	
extingui	1	
extinguis	18	
extinguis in	2	
extinguis out	1	
extinguis with	3	
extract	1	extract
extract down	1	
extract from	1	
extract in	1	
extract off	1	
extract on	1	
extract out	1	
extract under	1	
extract up	1	
extract with	1	
eye	1	eye
eyeball	1	eyeball
fable	1	
fables	1	
face	4	face
face around	1	
face at	1	
face away	1	
face by	1	
face for	1	
face in	1	
face left	1	
face off	2	face off
face on	2	
face over	1	
face right	1	
face to	3	
face toward	1	
face up	1	face up
face with	1	
facet	1	
facts	1	
faint	3	faint
faint in	1	
faint on	1	
fall	4	fall
fall across	1	
fall asleep	1	fall asleep
fall down	1	fall down
fall from	1	
fall in	1	fall in
fall off	1	fall off
fall on	1	
fall out	1	fall out
fall over	1	fall over
fall throug	1	
fall up	1	
fall with	1	
fan	1	fan
farewe	2	
farewell	12	
fart	4	fart
fast	10	fast
fast forward	1	
fast-forw	1	
fast-forw to	1	
faste	1	
fasten	63	fasten
fasten around	15	
fasten before	1	
fasten honda	1	
fasten in	4	
fasten lariat	1	
fasten lasso	1	
fasten loop	1	
fasten on	4	fasten on
fasten onto	1	
fasten reata	1	
fasten riata	1	
fasten to	62	
fasten togeth	2	
fasten together	6	
fasten up	25	
fasten with	24	
fate	1	fate
feast	1	feast
feast on	1	
feast upon	1	
fee	6	fee
feed	79	feed
feed blood	2	
feed cpr	1	
feed for	3	
feed over	3	
feed to	62	
feed up	1	
feed with	10	
feel	81	feel
feel in	7	
feel inside	2	
feel on	11	
feel over	3	
feel throug	1	
feel to	10	
feel with	35	
feign	1	feign
feign like	1	
feint	1	feint
feint against	1	
feint with	1	
fell	4	fell
fell with	4	
female	2	
fence	1	fence
fence with	1	
ferdinand	1	
fetch	1	fetch
fetch to	1	
fetter	1	fetter
fiddle	9	fiddle
fiddle while	1	
fiddle with	8	fiddle with
fie	1	
fig	1	
figaro	1	
figh	4	
fight	68	fight
fight against	1	
fight back	1	fight back
fight by	1	
fight down	1	fight down
fight in	2	
fight into	1	
fight laughter	1	
fight off	2	fight off
fight through	1	
fight using	2	
fight with	49	
fighttest	1	
fighttest vs	1	
fil	3	
filch	1	filch
filch from	1	
filch inventory	1	
filch off	1	
filch with	1	
file	2	file
file finger	1	
file fingernail	1	
file my	1	
file nails	1	
filfre	1	
fill	62	fill
fill at	11	
fill car	1	
fill cup	1	
fill cups	1	
fill from	6	
fill her	1	
fill in	5	fill in
fill out	3	fill out
fill tank	1	
fill up	1	fill up
fill water	1	
fill with	39	
fin	5	fin
find	53	find
find among	1	
find at	1	
find cellarium	1	
find coffee	1	
find crabs	1	
find in	4	
find mercy	1	
find on	2	
find out	2	find out
find with	1	
finger	3	finger
finish	2	finish
fip	1	
fire	37	fire
fire at	21	
fire in	1	
fire off	1	
fire on	2	
fire through	1	
fire to	1	
fire with	18	
fish	3	fish
fish in	2	
fish pole	1	
fish with	2	
fit	10	fit
fit across	1	
fit behind	1	
fit down	1	
fit in	1	fit in
fit on	2	
fit over	1	
fit to	1	
fit under	1	
fix	58	fix
fix on	1	
fix onto	1	
fix to	4	
fix up	4	fix up
fix with	19	
fla	1	
flap	4	flap
flas	1	
flash	2	flash
flash at	1	
flash in	1	
flash on	1	
flash over	1	
flash to	1	
flatte	1	
flatten	3	flatten
flatten out	2	flatten out
flee	11	flee
flee away	4	
flee from	6	
fli	1	
flick	14	flick
flick around	10	
flick at	1	
flick back	1	
flick down	1	
flick for	1	
flick in	5	
flick into	1	
flick off	11	
flick on	11	
flick onto	1	
flick over	1	
flick right-si	1	
flick to	11	
flick up	1	
flick upside	1	
flick with	5	
fling	12	fling
fling across	1	
fling against	2	
fling at	12	
fling away	6	
fling down	10	
fling in	12	
fling into	2	
fling off	10	fling off
fling on	10	
fling onto	1	
fling out	2	
fling over	11	
fling throug	3	
fling through	9	
fling to	10	
fling up	1	
flip	47	flip
flip around	15	
flip at	1	
flip away	1	
flip back	3	
flip bronze	1	
flip by	1	
flip coin	1	
flip down	7	
flip for	12	
flip in	9	
flip into	1	
flip left	1	
flip off	37	
flip on	37	
flip onto	1	
flip over	9	flip over
flip right	1	
flip right-si	1	
flip through	4	
flip to	35	
flip toward	1	
flip up	6	
flip upside	1	
flip with	23	
flirt	2	flirt
flirt with	2	flirt with
float	1	float
flodoor	1	
flood	2	flood
flood with	2	
flu	1	
flush	14	flush
flush down	1	flush down
flut	2	
fly	32	fly
fly across	1	
fly around	1	
fly away	2	
fly behind	2	
fly by	1	fly by
fly down	1	
fly in	2	
fly inside	1	
fly into	1	
fly on	8	fly on
fly out	1	
fly over	5	
fly through	2	
fly to	2	
fly under	1	
fly up	4	
fly with	7	
focus	5	focus
focus at	2	
focus in	1	
focus on	2	focus on
focus with	1	
foe	1	
fol	2	
fold	12	fold
fold around	4	
fold in	4	
fold out	3	
fold up	7	fold up
foll	6	
follies	1	
follow	44	follow
follow rat	1	
follow to	4	
follow tracks	1	
folly	1	
fond	2	
fondle	10	fondle
fondle in	2	
fondle inside	2	
fondle on	3	
fondle to	3	
fondle with	6	
foo	2	
foobar	1	
fool	2	fool
fool around	1	fool around
fool with	1	
footlight	1	
footno	2	
footnote	2	footnote
for	2	
forc	7	
force	9	force
force apart	2	
force behind	3	
force down	3	
force in	6	
force on	3	
force open	3	
force out	3	force out
force over	3	
force under	3	
force up	3	
force with	5	
ford	15	ford
fore	1	
forest	1	forest
forget	3	forget
forgiv	1	
format	1	format
formula	1	
formulae	1	
formulas	1	
fornic	1	
fornicate	1	fornicate
forpeli	1	
forward	1	forward
fountain	1	
fracture	1	fracture
fracture down	1	
fracture off	1	
fratto	1	
free	44	free
free from	23	
free with	8	
freshe	1	
freshe in	1	
freshe off	1	
freshe up	1	
freshe with	1	
fri	1	
friendly	1	
friendly on	1	
frighten	3	frighten
frippi	1	
fripping	1	
fris	5	
frisk	13	frisk
frisk for	13	
frisk in	13	
frisk throug	1	
frisk through	5	
frisk under	7	
froboz	2	
frobozz	2	
frolic	1	frolic
frosti	1	
frotz	9	
frown	4	frown
frown at	3	
frown to	2	
fry	3	fry
fublitske	1	
fuc	3	
fuck	52	fuck
fuck it	1	
fuck off	2	fuck off
fuck on	2	
fuck with	1	
fuck you	1	
fucking	2	fuck
fucking hell	1	
fuel	5	fuel
fuel car	1	
fuel with	1	
full	8	full
full moon	1	
full score	7	
fullscore	6	
fullscore score	5	
furgalnet	1	
furl	1	furl
furl down	1	
furl in	1	
furl to	1	
furrow	1	furrow
fweep	1	
fzorty	1	
gab	1	gab
gab about	1	
gab to	1	
gab with	1	
gag	2	gag
gag with	1	
gambol	3	gambol
garbage	1	
garble	1	garble
garden	1	garden
gash	5	gash
gash down	3	
gash throug	1	
gash through	4	
gash up	3	
gash with	5	
gashee	2	
gasp	1	gasp
gaspar	1	
gaze	33	gaze
gaze around	31	
gaze at	33	
gaze behind	31	
gaze down	26	
gaze for	31	
gaze in	32	
gaze into	1	
gaze near	1	
gaze on	29	
gaze out	21	
gaze over	10	
gaze shard	1	
gaze throug	16	
gaze through	8	
gaze to	5	
gaze under	31	
gaze up	24	
gaze upon	1	
gaze with	16	
gel	1	gel
gender	1	
gendering	1	
genders	1	
genki	1	
genki desu	1	
genuflect	5	genuflect
genuflect at	1	
genuflect before	5	
genuflect to	5	
gest	2	
gestur	7	
gestur at	7	
gestur to	7	
gesture	5	gesture
gesture at	4	
gesture to	4	
gesture toward	1	
get	118	get
get across	1	get across
get all	4	
get away	4	get away
get back	2	get back
get before	1	
get behind	6	get behind
get bookcase	1	
get coffee	1	
get down	40	get down
get dresse	4	
get dressed	4	get dressed
get drunk	5	
get everythin	3	
get everything	1	
get for	5	
get from	69	
get here	1	
get in	68	get in
get inside	1	
get into	30	get into
get leak	2	
get near	2	
get of	8	
get off	69	get off
get on	69	get on
get onto	30	get onto
get out	69	get out
get over	4	get over
get page	1	
get piss	2	
get rid	3	
get shit	2	
get the	1	
get through	1	get through
get to	9	get to
get under	12	
get undres	4	
get undressed	4	
get up	69	get up
get warm	1	
get warmth	1	
get with	26	
ghost	3	ghost
ghosts	1	
ghoul	2	
giddap	2	
giddya	1	
giddyap	1	
giggle	3	giggle
giggle at	1	
gin	1	gin
girgol	1	
girl	1	
giv	3	
give	95	give
give and	2	
give back	4	give back
give blood	2	
give cpr	1	
give for	5	
give out	1	give out
give over	5	
give to	70	
give up	9	give up
give with	4	
glasses	1	
glklist	1	
glo	1	
glom	1	glom
glom down	1	
glom up	1	
glove	1	
glue	10	glue
glue with	9	
gnash	1	gnash
gnash into	1	
gnaw	2	gnaw
gnaw on	2	
gnusto	4	
goal	1	
goals	1	
gobble	19	gobble
gobble down	1	
gobble from	1	
gobble on	1	
gobble up	1	gobble up
gobble with	1	
god	3	
god damn	3	
god it	1	
goddammit	1	
goddamn	3	
goddamn it	1	
goddamnit	1	
golmac	1	
gomen	1	
gomen nasai	1	
gondar	1	
gonear	2	
good	2	
good bye	2	
good-	1	
good-bye	2	
goodby	7	
goodbye	13	
goodnight	1	
goose	1	goose
gore	1	gore
gore with	1	
gorge	1	gorge
gorge on	1	
goto	4	
gown	1	gown
gra	3	
grab	74	grab
grab apart	4	
grab before	1	
grab behind	2	
grab down	14	
grab dresse	4	
grab dressed	3	
grab drunk	5	
grab flight	1	
grab for	1	
grab from	39	
grab hold	1	
grab in	33	
grab inventory	2	
grab leak	2	
grab of	2	
grab off	38	
grab on	33	
grab out	33	
grab over	1	
grab piss	2	
grab rid	1	
grab shit	2	
grab to	4	
grab under	5	
grab undres	4	
grab undressed	3	
grab up	33	
grab with	24	
grabball	1	
grand	1	
grand staircase	1	
grandfath	1	
grandfath clock	1	
grant	2	grant
grant to	1	
granted	1	
grantme	1	
grape	1	
grapes	1	
graphics	2	
graphics mode	1	
graphics off	2	
graphics on	2	
gras	2	
grasp	3	grasp
grasp down	1	
grasp from	1	
grasp in	1	
grasp off	1	
grasp on	2	
grasp out	1	
grasp up	2	
grave	1	grave
grave clothes	1	
graveclot	1	
graveyard	1	
graze	1	graze
graze down	1	
graze off	1	
grease	9	grease
grease with	7	
great	1	
great beast	1	
greet	23	greet
greet at	1	
greet to	1	
greet with	1	
greeti	6	
greetings	8	
grief	2	
grieve	2	grieve
grill	1	grill
grimace	4	grimace
grimace at	3	
grimace to	2	
grin	18	grin
grin at	17	
grin to	10	
grind	1	grind
grip	2	grip
grip on	1	
grip throug	1	
grip through	1	
grip with	1	
gro	1	
groan	3	groan
groom	1	groom
groove	2	groove
grop	1	
grope	9	grope
grope for	4	grope for
grope in	6	
grope inside	2	
grope out	4	
grope through	4	
grope to	6	
grope with	6	
gross	1	gross
gross out	1	gross out
groucho	1	
grovel	7	grovel
grovel before	5	
grovel on	1	
grovel to	6	
grow	1	grow
growl	2	growl
growl at	2	
grr	2	
grr at	2	
grrr	2	
grrr at	2	
grrrr	2	
grrrr at	2	
grumble	2	grumble
grumble at	2	
grumble to	2	
grunt	2	grunt
grunt at	2	
guano	1	
guess	4	guess
guillotin	1	
gulp	2	gulp
gulp down	1	
gum	1	gum
gummo	1	
guncho	1	
gurgle	2	gurgle
gut	1	gut
guzzle	15	guzzle
guzzle from	12	
gyrate	1	gyrate
hack	10	hack
haggle	2	haggle
haggle with	2	
hai	1	
hail	2	hail
hail with	1	
hair	2	
halp	1	
halt	3	halt
ham	1	ham
hamm	2	
hammer	3	hammer
hammer about	1	
hammer around	1	
hammer back	1	
hammer in	2	hammer in
hammer to	1	
hammer with	3	
hand	41	hand
hand back	4	
hand for	4	
hand over	1	hand over
hand to	40	
hand up	7	
hand with	3	
handcu	2	
handcu to	1	
handcuff	1	handcuff
hands	1	
hang	20	hang
hang across	1	
hang alignment	1	
hang around	2	hang around
hang away	1	
hang behind	2	
hang below	1	
hang beneath	1	
hang down	3	
hang face	1	
hang from	10	
hang head	1	
hang in	8	hang in
hang inside	1	
hang into	1	
hang of	1	
hang off	1	
hang on	17	hang on
hang onto	2	
hang out	3	hang out
hang over	2	
hang pans	1	
hang throug	1	
hang through	1	
hang to	1	
hang under	3	
hang up	7	hang up
hard	1	
hard mode	1	
harder	2	
harder mode	1	
harken	1	harken
harken for	1	
harken to	1	
harm	1	harm
harm down	1	
harm in	1	
harm into	1	
harm laughter	1	
harm through	1	
harm with	1	
harmonize	1	harmonize
harmonize with	1	
harpo	1	
harvest	2	harvest
harvest up	1	
harvest with	1	
hatch	7	hatch
hatch down	4	
hatch in	2	
hatch on	3	
hatch up	3	
hatch with	1	
haul	3	haul
haul back	1	
haul beneath	1	
haul close	1	
haul closer	1	
haul down	1	
haul in	2	
haul into	1	
haul off	1	haul off
haul on	2	
haul onto	1	
haul over	1	
haul to	2	
haul under	1	
haul underneat	1	
haul up	2	haul up
haunting	1	haunt
have	5	have
have bath	2	
have seat	1	
have sex	1	have sex
have with	1	
haw	2	haw
haw at	2	
haw ha	2	
haw haw	2	
haw hee	2	
hea	3	
head	5	head
head across	1	
head after	1	
head around	4	
head away	2	
head behind	3	
head by	2	
head down	3	
head for	1	
head in	5	
head inside	1	
head into	1	
head of	1	
head off	3	head off
head on	3	
head onto	1	
head out	4	
head over	5	
head throug	2	
head through	2	
head to	4	
head toward	1	
head under	2	
head up	5	head up
head with	2	
headbutt	1	headbutt
heal	2	heal
hear	53	hear
hear aside	1	
hear for	2	
hear to	5	
heat	7	heat
heat by	2	
heat over	3	
heat up	2	heat up
heat with	4	
heave	4	heave
heave across	1	
heave at	2	
heave back	1	
heave down	2	
heave in	3	
heave into	1	
heave off	3	
heave on	2	
heave onto	1	
heave out	1	
heave over	3	
heave through	2	
heave to	3	
heave up	2	heave up
hee	2	
hee at	2	
hee ha	2	
hee haw	2	
hee hee	2	
heel	4	heel
heel tap	1	
heel-tap	1	
heist	1	heist
heist from	1	
heist inventory	1	
heist off	1	
heist with	1	
hel	10	
hell	4	
hell on	1	
hello	49	
help	99	help
help me	4	
help off	7	
help out	1	help out
help to	1	
help verb	1	
help verbs	1	
heretic	1	
heretics	1	
hermit	1	
hermits	1	
heteronor	1	
heteronor off	1	
heteronor on	1	
hey	2	
hey up	1	
hiccough	2	hiccough
hiccup	2	hiccup
hide	48	hide
hide across	1	
hide agains	1	
hide among	1	
hide at	1	
hide behind	37	
hide beneath	1	
hide betwee	1	
hide by	1	
hide down	6	
hide from	8	
hide in	26	
hide inside	2	
hide into	1	
hide on	11	
hide onto	1	
hide out	3	hide out
hide over	1	
hide pit	1	
hide under	37	
hide underneat	1	
hie	1	hie
hie back	1	
hie into	1	
highlight	2	highlight
highlight off	1	
highlight on	1	
hike	10	hike
hike across	1	
hike around	9	
hike away	5	
hike behind	8	
hike down	9	
hike from	4	
hike in	9	
hike off	2	
hike on	9	
hike out	8	
hike over	9	
hike past	1	
